,,,,
0930,140b,1.10,TOSHIBA,TransMemory
0930,6544,1.00,Kingston,DataTraveler 2.0
0930,6545,1.00,TOSHIBA,USB FLASH DRIVE
093a,2500,1.00,PIXART,USB OPTICAL MOUSE
093a,2510,1.00,PixArt,USB Optical Mouse
093a,2521,1.00,,USB OPTICAL MOUSE
093a,2530,1.00,PixArt,Gaming Mouse
093a,2533,1.00,,Gaming Mouse
0951,1603,2.00,Kingston,DataTraveler 2.00000045186
0951,1624,1.00,Kingston,DataTraveler G2 
0951,1642,1.00,Kingston,DT 101 G2
0951,1663,1.00,Kingston,DT CNY 12 Dragon
0951,1665,2.00,Kingston,DataTraveler 2.0
0951,1666,0.01,Kingston,DataTraveler 3.0
096e,0002,1.5a,,ePass1000
096e,0006,1.09,OEM,HID Dongle
096e,0303,1.02,FT,USB TOKEN 3000GM
096e,0309,1.07,FT,USB TOKEN 3000GM
096e,0401,2.02,FS,USB TOKEN 3000
096e,0702,0.04,FS,HID TOKEN 3003
096e,0713,3.04,FS,FT Interpass3000
096e,0716,1.03,FS,FT Interpass3000
09da,000a,0.14,A4Tech,USB Mouse
09da,2267,1.05,A4Tech,USB Keyboard
09da,2268,1.02,SONiX,USB Keyboard
09da,2403,1.26,COMPANY,2.4G Device
09da,90a0,0.01,A4TECH,USB Device
09da,c10a,0.02,A4Tech,USB Mouse
09da,fabc,9.01,COMPANY,USB Device
0a12,0001,8.91,,CSR8510 A10
0a5f,0053,0.01,Zebra ;,888-TT
0a5f,00c1,7.18,Zebra Technologies,ZTC GT800 (EPL)
0a5f,00c9,7.17,Zebra Technologies,ZTC GK888t (EPL)
0a5f,00df,1.00,Zebra Technologies,ZTC ZT210-203dpi ZPL
0a5f,00ec,7.22,Zebra Technologies,ZTC 105SLPlus-300dpi ZPL
0a5f,00fa,1.00,Zebra Technologies,ZTC ZT410-300dpi ZPL
0a5f,0168,1.00,Zebra Technologies,ZTC ZD888-203dpi ZPL
0a81,0101,1.10,CHESEN,USB Keyboard
0aaf,106b,0.00,Deli,DL-820T
